FrontText,BackText,Comment,FrontTextLanguage,BackTextLanguage
also,"ええと, あら, 左様, 左様, それでは, それだから, ですから, じゃ, あらっ, ところで, されば, それゆえ, しかれば, はい, はい, その結果, えーと, さては, 従って, では, その結果として, じゃあ, かくして, それで, …に従って, さあ, さて, すると, えー, だから, ええ, 就いては, ですので, ええっと, ほな, さてと",,de-DE,ja-JP
Platz,"座席, スポット, 場, 場, サイト, 間, 境, スペース, 隙, 座, 場席, プレース, 置(き)場所, コート, スクウェア, スクウェア, ゆとり, 場裏, 置(き)所, 余地, 位置, 所, スクエア, スクエア, 定位置, プラザ, 席, 席, 広場, 境, 場所, 場所, 場所, 敷地, 園, プレイス, 空, とこ, スクェア, ピッチ, 見物席",,de-DE,ja-JP
Polizei,"公安官, 察, ポリス, その筋, 警察隊",,de-DE,ja-JP
September,"九月, セプテンバー",,de-DE,ja-JP
doch,"もっとも, さりながら, やぱ, だけども, まあまあ, だが, さればと言って, だけれど, いいえ, 〈矢張〉(り), はい, だけど, だけれども, やっぱ, しかし, 矢っ張り, やっぱし, やけど",,de-DE,ja-JP
ebenfalls,"又, やぱ, 同様に, 〈矢張〉(り), やっぱ, 矢っ張り, やっぱし",,de-DE,ja-JP
zusammen,"たもとを連ねて, 一緒に, 共々, そろって, 諸共に, まとめて, 一まとめにして, 同体, 一からげ, 相共に, 一まとめに, トゥギャザー, 合(わ)せて, 相携えて, アベックで, 一丸となって, おそろいで, 合同で, 締(め)て, 合同の, 都合, 都合, 結束して, 一絡げに, 一括して, 相…, 一度に, みんなで, 共",,de-DE,ja-JP
wegen,"…のかどにより, もって, ため, ならば, から, 故, ために, ために, 因って",,de-DE,ja-JP
weil,"もって, ですから, ので, 〈何故〉ならば, 以上, だが, だって, んで, 〈何故〉なら, ことから, から, しかれば, 何となれば, ものゆえ, 如何となれば, だから, …と言うのも, なのです, ですので, もので, もんで, さかい, なので, でもって, でもって",,de-DE,ja-JP
Schule,"教えの庭, 宗派, スコラ, 派, 学びの庭, 学窓, 学園, 学問所, 群, 学館, 門, エコール, エコール, 学堂, 学院, 学林, 系統, まなびや, 学派, 流, 流(れ), シューレ, 群, 学舎, スクール, 学校, 群泳, 校",,de-DE,ja-JP
Frau,"嬢子, 女性, 幻妻, 尼, 尼っ子, 女人, くノ一, ダーメ, 婦女子, びり, 細君, 豆, ミセス, W, あっぱ, あっぱ, あば, お上さん, 女流, 女, 女, 尼ちょ, 女, ウーマン, ワイフ, お姉さん, 夫人, 尼っちょ, 女の人, 嫁, フラウ, 女性, 婦女, 妻, 奥, 婦人, 女子, たぼ, 女性の方, ファム, フィーメール, フィーメール",,de-DE,ja-JP
Bereich,"範囲, 界, 間口, レインジ, コーナー, 境域, ゾーン, 区域, レンジ, セグメント, 裾野, コート, 域, 領分, 圏, スコープ, し道, 較差, 領域, 分野, 地域, リージョン, こう差, 区画, 帯域, 領野",,de-DE,ja-JP
Oktober,"十月, 初霜月, オクトーバー",,de-DE,ja-JP
Rahmen,"額面, セル, 枠線, 額縁, フレーム, フレーム, 額, ラーメン, 桟, シャシー, 骨幹, 枠組(み), 枠組(み), シャーシー, シャシ, 架台, 骨組(み), 枠, 枠, フレイム, フレーム･ワーク, 骨格, 縁, 台枠, 矢倉, シャーシ, 架構, セル画, フレーミング, 剛節架構, ウェルト",,de-DE,ja-JP
fünf,"片手, 五, ファイブ, ファイヴ, い, 五",,de-DE,ja-JP
wollen,"…そう, 毛織りの, 望む, …たい, 欲する, 羊毛の, 思う, …そうだ, ウールの, 毛糸の, 志す, 欲しい, …たがる",,de-DE,ja-JP
Ihr,"我(が)党, 我(が)党, 御自分, 貴台, 子, 子, お宅の, 御辺, 貴殿, お主, 公, 公, けい, けい, 貴下, そちらの, あれさまの, 諸子, あなたの, 足下, 足下, 高台, 御辺",,de-DE,ja-JP
Berlin,"ベルリン, ベルリーン",,de-DE,ja-JP
kein,"ゼロの, 何らの, ノット",,de-DE,ja-JP
einige,"若干, 何人, 区々, 若干の, 幾つ, 二三, 多少, 区々たる, 個々の, いくらかの, いくつかの, 多少の, 一つ二つ",,de-DE,ja-JP
Juni,"六月, ジューン",,de-DE,ja-JP
Mai,"五月, 麻衣, メイ, メー",,de-DE,ja-JP
Tag,"日, 時日, デイ, 日高, 昼, マークアップ･タグ, タッグ, 昼間, タグ, デー, 日々",,de-DE,ja-JP
welche,"何, どの, 〈何方〉",,de-DE,ja-JP
Personen,方たち,,de-DE,ja-JP
darauf,"次いで, ここにおいて, そこで, すると, それから",,de-DE,ja-JP
Land,"ステート, 公, 里, 州, 州, 在, 世, 邦家, 国家, 地方, あがた, ざいご, 領邦, カントリー, カントリー, 在方, 天下, 邦国, 陸域, 土地, 田家, 在所, 大器, 在郷, 地域, み国, 地方, 国, 陸, 田園, 耕地, 国土, 邦土, おか, 地, ランド, 田中, 田舎, カンパーニュ, テラ",,de-DE,ja-JP
du,"我(が)党, 我(が)党, おんもと, 自分, 自分, 我が君, おめえ, その方, なんじ, おまえ, あんた, 子, 子, 尊兄, 我, 手めえ, あれさま, おもと, 我人, 僕, 僕, 〈其方〉, 卑称, 和ろ, 和ろ, 〈其方〉, 〈其方〉, 〈貴方〉, 坊主, 坊主, あ子, あ子, 我, 己, 己, 君は, お宅, お宅, 手前, 手前, 君, 君, 足下, 足下, そっち, お内, お内, そこもと, そ文字, ×此様, ユー, 御辺, わい",,de-DE,ja-JP
Beispiel,"標本, 示(し), 儀範, 作例, 作例, 範例, 事例, 例題, 例, 見本, 例(え), 用例, エグザンプル, 手鑑, 規範, 範, 実例, 手本, 先しょう, 引例, 先例, 模範, ためし, 得手吉, 範型, 範式",,de-DE,ja-JP
Thema,"題目, 題材, 素材, 楽想, 案件, 種, 本筋, テーマ, 課題, 題, 基調, トピック, 問題, 主題, 設題",,de-DE,ja-JP
geben,"課する, 下(げ)渡す, 与える, 下付する, 下す, 下す, 食(ら)わす, 下る, 取れる, 差(し)上げる, 恵与する, 授ける, 授ける, 配る, 挙げる, 下さる, 遣(わ)す, 掛ける, 給, 食らわせる, 有る, 有る, 有る, 有る, 発する, 盛る, 下りる, 課す, よこす, 上げる, 上げる, 上げる, 上げる, 宛(て)がう, やる, たまう, 下される, 呈上する, くれる, 進じる, 取らす, 進ずる, たもう, 給する, 進ぜる, 服用させる, 持たせる, 存在する, 下げる, 開く, 礼をする, 進呈する",,de-DE,ja-JP
besonders,"別段に, 殊更, 一段と, 特別, 殊, 独特の, 別に, さのみ, 分けても, 殊に, 殊更に, 別々に, そんなに, 別して, 独特, 格別, 格別, 格別に, 別途に, わざわざ, 特殊な, 臨時の, さして, 取(り)立てて, 極めて, 取(り)分けて, 特異な, 格段に, 特殊の, 独特な, 図抜けて, 特, 特有の, 別個の, 世に, 特段, 分(け)て, 世にも, 臨時, 別仕立(て)の, 臨時に, 取(り)分(け), 取(り)分(け), 格段, 特に, 特別に, 有るが中, 有るが中に, 極まりて",,de-DE,ja-JP
bekannt,"高名な, 見覚えのある, 英名な, 名のある, 名代の, 評判の高い, 手近な, 名に負う, 令名ある, 有名な, 名にし負う, 名の通った, 名立たる, 名声のある, 世に知られた, 例の, 隠れも無い, 令名のある, 名…, 表立った",,de-DE,ja-JP
Ziel,"目標, 目標, 当てど, 物標, …先, 目星, 狙(い), 対象物, 対象, 方向, 図星, 見込(み), ターゲット, ターゲット, {行方}, フィニッシュ, 志, 目当(て), 当(て)目, 標的, 星, 目的, 行(く)先, 果(て), 目差(し), 行(き)方, フィニシュ, 当(て), 目指す所, エンド, 的, 的, 方針, 抱負, 行(き)当(た)り, 旨, ゴール, 狙(い)所, 目途, 付(け)目, 着眼, 決勝点, 本旨, めど, 目安, 目的地, 矢目, 見当, 行(く)先, 行(き)当(た)り, 心志, ディレクション",,de-DE,ja-JP
davon,"そのことについて, そのせいで",,de-DE,ja-JP
Januar,"一月, 晩冬, 一月, 正月, お正月, 太郎月, ジャニュアリー",,de-DE,ja-JP
einmal,"一度, かつて, 以前に, 以前, 一回で, 一, 一発, 一朝, 〈何時〉ぞや, 一回, 一時, 一旦, 一旦, 〈何時〉か, ある時, 元, 一度, 先に, ワンス",,de-DE,ja-JP
Welt,"ウェルト, 世上, 世, 世, W, 社会, 宇内, こう間, 天下, 江湖, 世間, 世の中, 世界, 世界, キングダム",,de-DE,ja-JP
März,"三月, 晩春, たつ, 暮春, 花見月, か月, 桜月, こ洗, 竹の秋, 竹秋, マーチ",,de-DE,ja-JP
2,"良, 二, ツー, 振(り), 振(り), 二, トゥー, 二",,de-DE,ja-JP
zunächst,"一応, 一応, 一まど, まずもって, 先ずは, 初めに, 一つには, 一番, 一旦, 一旦, 当面, 当面, 高で, まず, ひとまず, まず先に, 当面の間",,de-DE,ja-JP
Geschichte,"小説, 始末, 史, 縁起, 話, たん, 物語, 沿革, いい, 青史, いわれ, 由緒, 事柄, 由来, 由来, 説話, ストーリー, ヒストリー, 歴史, お話し, たん, 事歴, 沿革史, ナラティブ, 話, 話, 話, 話",,de-DE,ja-JP
April,"四月, エープリル",,de-DE,ja-JP
dies,"ここ, これ, それは, この, 〈此方〉, そりゃ, こ, こん, れこ",,de-DE,ja-JP
Art,"種, 部類分け, 底, 種, 部類, 通り, 式, 容体, 類(い), 毛並(み), 仕方, 種目, …風, 毛色, 類, 有(り)様, 持(ち)前, 流, 種類, 気風, 種族, 品種, 素, マニエール, マニエラ",,de-DE,ja-JP
Schüler,"門下生, スクール･ボーイ, 教え子, 講習生, 男生, 在校生, 門徒, 弟子, 在学生, 学徒, 生徒, 門人, 学習者, 学生, 弟子, 門下, 門弟, 男子生徒, 門弟子, フォロワー, 門生, スチューデント, 男性徒",,de-DE,ja-JP
sehen,"目を遣る, 御覧になる, 拝見する, 眺める, 清覧, 対面する, 掛(か)る, お目に掛(か)る, 目にする, 観ずる, 看, けみする, 視, 見る, 見す, 見す, めす",,de-DE,ja-JP
Familie,"氏, 妻子, 族, 族, 宗族, うち, 血統, 世帯, 一筋, 親族, 門戸, 家内, 足, 家族, ホーム, ファミリー, 家, 所帯, けん族, 類, 門閥, …科, 家系, 家門, やから, 氏, 家庭, 門地, 家内, 係累, 種族, ファミ, ブラッド, 系統群",,de-DE,ja-JP
1,"一, 一, 一, ワン, I",,de-DE,ja-JP
alles,"事々, 万事, 何から何まで, 何なりと, 丸々, 丸々, 皆, そっくり, 諸事万端, 万物, 有りっ丈の, 全部, ごっそり, 事々物々, 全ぴょう, よろず, ことごとく, 何なり, すっかり, すっかり, 全…, 各, 万端, 何もかも, 何でも, 一遍, 一遍, 万般の, 万般, 何でもかでも, 万有, 丈, 全て, すっぽり, 大概, みんな, 有る限り, 百事, アルファとオメガ, 諸道, 洗いざらい, しっ皆, 残らず, 漏れ無く, 何でもかんでも, 何事, 一切, 一部始終, 合切, 一つ残らず, まるっと",,de-DE,ja-JP
deutlich,"鮮明な, くっきり, ありありと, しかと, 明白に, 〈明白〉, あからさまな, 歴然とした, ずばり, 明らかに, 較, 歯切れのよい, 白い, れっきとした, 明確な, 明瞭な, 明瞭に, 発止, はっきりと, 歴然として, きっぱり, 明快, 明らか, 鮮明に, 明らかな, 瞭然, 露骨な, きっぱりと, 発止と, はっきり, 色濃い, 顕著な, 画然たる, 瞭然とした, 画然, はきはきと, 画然と, 判然, 明解な, ずばりと, 明せきな, 歴然, 明々白々な, 有り有り, 思い切り, 思い切り, はきはき, 瞭然と, 平明な, あいまいでない, 赤, 赤, 明白な, ハード･エッジド, 歴然たる, あからさまの, 明快な, しっかと, 明示的, きっぱりした, びんびん, 爽々",,de-DE,ja-JP
Entwicklung,"発生, 進展, エボリューション, 沿革, 進歩, 経過, 進化, 動静, 進み, 発達, 発展, 足, 行(く)立(て), 発育, 現象, 経路, 向上, 成育, 現像, 成長, 運び, 正道, 来歴, 開展, 養成, 祖述, 仕儀, 敷延, 起(こ)し, 展開, 育ち, グロース, 展開式, ジェネシス, ゲネシス, ディベロップメント, デベロップメント",,de-DE,ja-JP
Dezember,"十二月, 晩冬, ディセンバー, ディッセンバー",,de-DE,ja-JP
oft,"頻繁に, 再々, 〈数多〉度, 度々, しばしば, 度々, 多い, 往, 何度, よく, しきりに, しげしげ, ちょこちょこ, ちょいちょい, 数多い, ちょくちょく, しげく, 幾たびも, 何度も何度も, 多き",,de-DE,ja-JP
mehrere,"若干, 多…, 種々の, 複数の, 数々, いくらかの",,de-DE,ja-JP
November,"十一月, ノーベンバー, ノベンバー",,de-DE,ja-JP
einfach,"造作ない, 心ばかりの, 易々たる, 装飾のない, 易しい, 包み隠しのない, 素直, 甘っちょろい, さっぱり, ちょろり, 楽に, ただ, ずかずかと, 飾りのない, 幼稚な, 平たい, 無邪気な, ちょろっと, 地味な, するすると, 卑賎な, 包み飾りのない, 容易な, 一本調子の, 朴とつな, 質朴な, 楽な, 訳のない, さっくり, イージー, つつましい, もろく, 平易の, 訳も無い, あっさりした, 造作もない, 平易な, 簡素な, 一介, 造作なく, のこのこと, 脆くも, シンプル, 簡略な, 単弁の, ただに, 一本調子の, 単に, 何のてらいもなく, 卑しい, ただ, 卑せんの, やすい, 朴とつの, 単純的, いちずに, 易しく, 一重咲きの, 容易に, 粗略な, 軽便な, つつましく, あっさりと, 軽い, 軽い, 軽易, 掌を返すように, 砕けた, 無造作に, センプリーチェ, 訳なく, 〈流石〉, 事無し, 軽く, ただの, わっさり, イージ, 単式の, 一介の, 駄, 駄, 淡然たる, 質素な, 卑近な, さくい, 素朴な, 安直な, お粗末, 軽々, お安い, 手軽な, 虚飾のない, 単一な, 単称の, 淡泊な, 淡泊な, お粗末な, 普通の, つましい, 単純な, 簡単な, 易々, ただただ, 甘ちょろい, 難無く, するする, 純朴な, つましく, ちょろい, モノトーン, するっと, あっさり, のこのこ, 飾り気のない, 安らか, 粗末な, 訳は無い, 平の, 平明な, 単一の, 一段, 一段, 直な, 簡易な, シンプルな, 生易しい, プレーン, 訳無い, つつましやか, たやすい, 朴直な, 普通に, 易し, 楽ちん, 軽々に, 直せつ的, ちゃらい, 直線的, 平ったい, 地味に, 形無し",,de-DE,ja-JP
Seite,"脇腹, 傍(ら), 方面, ペイジ, ペイジ, 横向(き), 横上, かわ, 横腹, 側部, 部門, 面, ページ, ページ, 横手, 横, 横, 横ちょ, 脇, 側面, 側面, 岡, 方, 下, そば, 横合(い), 辺, 辺, 傍, 横っ腹, 一辺, 並(び), 端, 横っちょ, 際, サイド, 側, 側方, 傍らざま",,de-DE,ja-JP
Frauen,"おなごし, 女達, おなごしゅ, おな子衆, 女共, 奥様連中, 女性陣",,de-DE,ja-JP
Fragen,発問,,de-DE,ja-JP
Juli,"七月, ジュライ",,de-DE,ja-JP
Fall,"陥落, 降下, 患者, 失陥, 倒(れ), 案件, 落下, ケイス, 墜落, 病例, ケース, ケース, 転落, 事例, 格, 立件, 訴件, 場合, 事件, 失脚, 儀, 揚げ索, 低落, くだん, 症例, 事案, 沙汰, 時, 件, 騒(ぎ), 瓦解, 訳",,de-DE,ja-JP
Verfügung,"命令, 訓令, 裁量, 規程",,de-DE,ja-JP
fast,"小…, 大略, 物の, すんで, すんでのことに, 線上, 近く, 近く, 大体, 大体, 近い, 八九分, やがて, 既に, あわや, あわや, すんでのところで, くらい, もう少しで, ほぼ, 八九分通り, ほとんど, ほとんど, 粗方, 等しい, ぐらい, 危なく, 危(な)い, 危うく, 今少しで, かれこれ, すんでのこと, もう少しのところで, すんでのところ, ほぼほぼ, 危なし",,de-DE,ja-JP
